,Name,Party,Votes,Comparative number,Region,Selected
1981,"Välimäki, Sanna",KP,74,259,Oulun vp,
1982,"Sepperi, Toni",Pir,74,245,Uudenmaan vp,
1983,"Hemanus, Klaus",Sin,74,237,Varsinais-Suomen vp,
1984,"Juntunen, Olli",SKE,74,107,Varsinais-Suomen vp,
1985,"Kliucharev, Aleksandr",RKP,73,1376,Uudenmaan vp,
1986,"Auranen, Erkki",Sin,73,680,Uudenmaan vp,
1987,"Markula, Valtteri",Kesk,73,500,Helsingin vp,
1988,"Armassalo, Kirsi",STL,73,388,Savo-Karjalan vp,
1989,"Ukkonen, Tommi",Sin,73,357,Kaakkois-Suomen vp,
1990,"Vapa, Marko",STL,73,335,Lapin vp,
1991,"Kiessling, Kaija",SKP,73,290,Varsinais-Suomen vp,
1992,"Ahonen, Janne",STL,73,225,Varsinais-Suomen vp,
1993,"Huovinen, Risto",STL,73,207,Kaakkois-Suomen vp,
1994,"Koskinen, Tuulia",Kesk,72,1135,Uudenmaan vp,
1995,"Kuittinen, Sirpa-Liisa",Sin,72,257,Helsingin vp,
1996,"Pensala, Tuukka",SKE,72,188,Helsingin vp,
1997,"Siivola, Jarno",Pir,72,140,Lapin vp,
1998,"Mariapori, Anna-Liisa",STL,71,397,Uudenmaan vp,
1999,"Silvennoinen, Seppo",Muut,71,377,Pirkanmaan vp,
2000,"Hätälä, Mirja",KD,71,318,Oulun vp,
2001,"Viitaniemi, Arto",SKP,71,308,Uudenmaan vp,
2002,"Robson, Jari",Pir,71,235,Uudenmaan vp,
2003,"Tanninen, Kari",Sin,71,235,Keski-Suomen vp,
2004,"Ojala, Joni",Lib,71,226,Uudenmaan vp,
2005,"Leskelä, Erkki",STL,71,172,Hämeen vp,
2006,"Vehmas, Sami",STL,71,171,Pirkanmaan vp,
2007,"Mattila, Sami",Pir,71,165,Hämeen vp,
2008,"Tujula, Lauri",EOP,71,152,Varsinais-Suomen vp,
2009,"Naskali, Nina",Sin,70,634,Uudenmaan vp,
2010,"Kananen, Ville",KP,70,539,Vaasan vp,
2011,"Ahola, Sakari",Sin,70,417,Pirkanmaan vp,
2012,"Sääskilahti, Ilkka",Muut,70,398,Lapin vp,
2013,"Kuronen, Toni",Sin,70,376,Savo-Karjalan vp,
2014,"Jokinen, Ilkka ""Ile""",Sin,70,371,Pirkanmaan vp,
2015,"Savolainen, Esa",KD,70,360,Helsingin vp,
2016,"Meronen, Jani",Lib,70,218,Uudenmaan vp,
2017,"Virta, Raija",Lib,70,210,Uudenmaan vp,
2018,"Nevalainen, Jarmo",KP,70,177,Uudenmaan vp,
2019,"Hemmilä, Aki",STL,70,170,Oulun vp,
2020,"Rekimies, Mikko",KD,69,343,Helsingin vp,
2021,"Lehtimäki, Ari",STL,69,130,Vaasan vp,
2022,"Ahokas, Pertti",STL,68,223,Lapin vp,
2023,"Forsberg, Risto",Sin,68,203,Varsinais-Suomen vp,
2024,"Mänttäri, Aune",STL,68,166,Kaakkois-Suomen vp,
2025,"Vaskela, Jyrki",KP,68,152,Uudenmaan vp,
2026,"Aalto, Matti",SKP,68,135,Oulun vp,
2027,"Pohjanhovi, Heli",SKP,68,118,Vaasan vp,
2028,"Järvinen, Tuija",STL,67,259,Savo-Karjalan vp,
2029,"Kujansuu, Ville-Petteri",STL,67,194,Savo-Karjalan vp,
2030,"Siikala-Lautjärvi, Kristiina",Kesk,66,1100,Uudenmaan vp,
2031,"Moilanen, Kimmo",STL,66,348,Uudenmaan vp,
2032,"Jokipolvi, Minna",Sin,66,334,Pirkanmaan vp,
2033,"Fagerström, Barbara",STL,66,257,Helsingin vp,
2034,"Kuusjärvi, Minna",Sin,66,176,Keski-Suomen vp,
2035,"Sileoni, Hannu (Miki)",SKE,66,125,Helsingin vp,
2036,"Kulmala, Airi",Sin,65,595,Uudenmaan vp,
2037,"Pohja, Marika",Sin,65,560,Uudenmaan vp,
2038,"Heiskanen, Hannu",Sin,65,344,Savo-Karjalan vp,
2039,"Yltävä, Jarno",Pir,65,181,Pirkanmaan vp,
2040,"Silvola, Hemmo",IP,65,158,Pirkanmaan vp,
2041,"Pesola, Tapio",STL,65,142,Oulun vp,
2042,"Ratilainen, Janne",Sin,65,141,Keski-Suomen vp,
2043,"Puolakka, Ritva",STL,64,309,Uudenmaan vp,
2044,"Hopiavuori, Ari-Martti",Pir,64,218,Oulun vp,
2045,"Mäkinen, Joonas",Pir,64,203,Uudenmaan vp,
2046,"Koivumaa, Maria",STL,64,168,Lapin vp,
2047,"Kallioniemi, Kauko",STL,64,152,Pirkanmaan vp,
2048,"Saarinen, Anita",STL,64,147,Hämeen vp,
2049,"Roivas, Jari",STL,64,138,Kaakkois-Suomen vp,
2050,"Messi, Tommi",STL,64,137,Pirkanmaan vp,
2051,"Viljakainen, Ossi",IP,63,234,Uudenmaan vp,
2052,"Nerve, Juhana",Lib,63,170,Pirkanmaan vp,
2053,"Holappa, Reino",Sin,62,529,Uudenmaan vp,
2054,"Manninen, Anneli",Sin,62,479,Vaasan vp,
2055,"Karjalainen, Kai",Sin,62,303,Pirkanmaan vp,
2056,"Haapio, Miika",STL,62,214,Helsingin vp,
2057,"Kuusenhako, Kaisu",KP,62,209,Kaakkois-Suomen vp,
2058,"Michaelsson, Leif",Sin,62,178,Varsinais-Suomen vp,
2059,"Jaatinen, Hannu",SKP,62,121,Kaakkois-Suomen vp,
2060,"Ohtonen, Taisto",Muut,62,116,Hämeen vp,
2061,"Aarnio, Masi",Muut,62,62,Uudenmaan vp,
2062,"Rajama, Markku",Muut,61,1026,Uudenmaan vp,
2063,"Ahokas, Jukka",SKP,61,246,Uudenmaan vp,
2064,"Kalpio, Jarmo",Sin,61,228,Helsingin vp,
2065,"Pihlman, Marjo",Sin,61,205,Helsingin vp,
2066,"Kardin, Vesa",EOP,61,178,Uudenmaan vp,
2067,"Miettinen, Marika",Pir,61,166,Vaasan vp,
2068,"Kupari, Pentti",STL,61,155,Savo-Karjalan vp,
2069,"Kujanpää, Leidi",Pir,61,147,Hämeen vp,
2070,"Pänkäläinen, Mauri",Kesk,60,1067,Uudenmaan vp,
2071,"Saira, Erkki",Pir,60,152,Kaakkois-Suomen vp,
2072,"Tulonen, Antti",Pir,60,151,Varsinais-Suomen vp,
2073,"Juutilainen, Pyry",Pir,60,127,Satakunnan vp,
2074,"Mettälä, Petri",STL,60,118,Kaakkois-Suomen vp,
2075,"Ranta, Pekka",STL,60,104,Kaakkois-Suomen vp,
2076,"Juutilainen, Petri",Sin,59,278,Pirkanmaan vp,
2077,"Saari-Gomez, Anu",FP,59,147,Uudenmaan vp,
2078,"Paakkinen, Otso",STL,59,92,Kaakkois-Suomen vp,
2079,"Väisänen, Ano",SKP,59,61,Kaakkois-Suomen vp,
2080,"Hätinen, Oscar",Kesk,58,1750,Varsinais-Suomen vp,
2081,"Siitari, Markku",Sin,58,321,Kaakkois-Suomen vp,
2082,"Pitkänen, Kari",Sin,58,318,Savo-Karjalan vp,
2083,"Järvenkylä, Heikki",STL,58,278,Uudenmaan vp,
2084,"Heimonen, Terhi",FP,58,191,Oulun vp,
2085,"Koskela, Minna",KP,57,431,Vaasan vp,
2086,"Kauranen, Viktor",Lib,57,196,Uudenmaan vp,
2087,"Järvinen, Julia Kuu",IP,57,176,Uudenmaan vp,
2088,"Weck, Esa Pekka",STL,56,253,Uudenmaan vp,
2089,"Partanen, Petri",STL,56,196,Satakunnan vp,
2090,"Issakainen, Martti",STL,56,184,Helsingin vp,
2091,"Simonen, Risto",KP,56,167,Savo-Karjalan vp,
2092,"Mäkitalo, Lasse",STL,56,150,Varsinais-Suomen vp,
2093,"Kuusisto, Tarja",STL,56,111,Vaasan vp,
2094,"Penttinen, Marja-Liisa",SKE,56,56,Keski-Suomen vp,
2095,"Vuorela, Juhani",Sin,55,295,Savo-Karjalan vp,
2096,"Laitinen, Matti",SKP,55,201,Helsingin vp,
2097,"Mustonen, Sebastian",SKE,55,133,Uudenmaan vp,
2098,"Nieminen, Jani",Lib,55,132,Hämeen vp,
2099,"Keronen, Pirjo",Sin,55,117,Keski-Suomen vp,
2100,"Petjoi, Nico",Sin,54,501,Uudenmaan vp,
2101,"Björklöf, Peter",KTP,54,288,Uudenmaan vp,
2102,"Ekman, Heikki",SKP,54,205,Uudenmaan vp,
2103,"Kiviaho, Timo",Sin,54,187,Helsingin vp,
2104,"Laitinen, Erno",SKP,54,161,Pirkanmaan vp,
2105,"Malinen, Tiina",Pir,54,160,Pirkanmaan vp,
2106,"Annala, Eija",IP,54,127,Pirkanmaan vp,
2107,"Engman, Ville-Joonas",Kok,53,887,Lapin vp,
2108,"Nyman, Ossi",FP,53,513,Helsingin vp,
2109,"Sjöholm, Olli",KD,53,280,Satakunnan vp,
2110,"Saarenpää, Jyrki",Sin,53,241,Lapin vp,
2111,"Haavisto, Juho",KTP,53,163,Helsingin vp,
2112,"Toivanen, Simo",STL,53,129,Hämeen vp,
2113,"Lääninpää, Pasi",Sin,53,101,Keski-Suomen vp,
2114,"Karvinen, Marja",Sin,52,476,Uudenmaan vp,
2115,"Yli-Kyyny, Ari",Sin,52,453,Uudenmaan vp,
2116,"Söderblom, Pontus",Muut,52,168,Hämeen vp,
2117,"Luoma, Ilkka",STL,52,161,Helsingin vp,
2118,"Sylf, Samuel",Kesk,51,1035,Uudenmaan vp,
2119,"Kerminen, Janne",KP,51,157,Kaakkois-Suomen vp,
2120,"Lyttinen, Esa",Pir,51,151,Pirkanmaan vp,
2121,"Hauta-aho, Seppo",STL,51,143,Helsingin vp,
2122,"Zarrouk, Mira",IP,51,141,Uudenmaan vp,
2123,"Moilanen, Tenho",STL,51,124,Pirkanmaan vp,
2124,"Ekman, Jarmo",IP,51,106,Pirkanmaan vp,
2125,"Jämsä-Uusitalo, Vaili",Sin,50,237,Oulun vp,
2126,"Mäkipelto, Jussi",Lib,50,190,Uudenmaan vp,
2127,"Vartiainen, Mikko",KTP,50,144,Uudenmaan vp,
2128,"Koukkari, Johanna",SKE,50,139,Savo-Karjalan vp,
2129,"Brandt, Kristiina",SKE,50,118,Uudenmaan vp,
2130,"Mäkitöyli, Mauno",STL,50,97,Vaasan vp,
2131,"Rusko-Laitinen, Jaana",Muut,50,83,Hämeen vp,
2132,"Halko, Harri O.",STL,50,83,Kaakkois-Suomen vp,
2133,"Veintie, Ville",SKP,50,59,Vaasan vp,
2134,"Anteroinen, Tom",STL,49,232,Uudenmaan vp,
2135,"Jaanu, Tuomas",Lib,49,184,Uudenmaan vp,
2136,"Valtoaho, Markku",STL,49,130,Keski-Suomen vp,
2137,"Kallioinen, Toni",SKP,49,127,Savo-Karjalan vp,
2138,"Mustonen, Oona",SKE,49,126,Kaakkois-Suomen vp,
2139,"Laatu, Jorma",STL,49,121,Oulun vp,
2140,"Sirainen, Liisa",SKE,49,106,Uudenmaan vp,
2141,"Hämäläinen, Markku",IP,49,101,Helsingin vp,
2142,"Kultalahti, Reima",KP,49,87,Keski-Suomen vp,
2143,"Nykänen, Martti",IP,49,49,Kaakkois-Suomen vp,
2144,"Leppäjärvi, Jani",KP,48,219,Oulun vp,
2145,"Lundgren, Pekka",SKP,48,187,Satakunnan vp,
2146,"Karttunen, Jari",SKP,48,176,Uudenmaan vp,
2147,"Tuononen, Jani",SKP,48,154,Uudenmaan vp,
2148,"Huovinen, Mika",STL,48,129,Helsingin vp,
2149,"Laitinen, Jukka",SKE,48,119,Savo-Karjalan vp,
2150,"Mikkonen, Aaro",STL,48,106,Oulun vp,
2151,"Koskelainen, Markus",SKE,48,105,Kaakkois-Suomen vp,
2152,"Mäkinen, Tomi",KTP,48,96,Uudenmaan vp,
2153,"Tuominen, Hannu",KTP,48,48,Oulun vp,
2154,"Nurminen, Esko",Sin,47,433,Uudenmaan vp,
2155,"Vuorio, Juha",Sin,47,292,Kaakkois-Suomen vp,
2156,"Autero, Markku",STL,47,214,Uudenmaan vp,
2157,"Rontu, Laura",SKP,47,151,Helsingin vp,
2158,"Tervonen, Janne",STL,47,114,Pirkanmaan vp,
2159,"Lindström, Ari",STL,47,94,Oulun vp,
2160,"Häkkilä, Osmo",KTP,47,47,Keski-Suomen vp,
2161,"Kaija, Markus",STL,46,199,Uudenmaan vp,
2162,"Kaskisydän, Aura",SKP,46,137,Uudenmaan vp,
2163,"Malminen, Jukka",STL,46,105,Pirkanmaan vp,
2164,"Harri, Pekka",SKE,46,91,Oulun vp,
2165,"Hallikainen, Outi",IP,46,90,Pirkanmaan vp,
2166,"Vuorela, Taru",IP,46,79,Pirkanmaan vp,
2167,"Mutila, Joni",KD,45,904,Pirkanmaan vp,
2168,"Varonen, Kaisa",Vas,45,728,Uudenmaan vp,
2169,"Korhonen, Teemu",Vihr,45,693,Lapin vp,
2170,"Väyrynen, Seppo",Sin,45,414,Uudenmaan vp,
2171,"Leppänen, Mikko",KTP,45,193,Hämeen vp,
2172,"Tikkanen, Hannele",STL,45,185,Uudenmaan vp,
2173,"Wagner-Prenner, Helena",Sin,45,160,Lapin vp,
2174,"Vuorela, Niko",IP,45,117,Uudenmaan vp,
2175,"Hakala, Olli",STL,45,98,Satakunnan vp,
2176,"Pietilä, Iris",SKE,45,46,Oulun vp,
2177,"Raatikainen, Saila",SKP,44,145,Varsinais-Suomen vp,
2178,"Voutilainen, Kirsi",IP,44,100,Uudenmaan vp,
2179,"Lindeman, Reine",STL,44,98,Pirkanmaan vp,
2180,"Leskinen, Timo",KP,44,90,Kaakkois-Suomen vp,
2181,"Miettinen, Veli",STL,44,85,Oulun vp,
2182,"Synberg, Kari",Sin,43,268,Kaakkois-Suomen vp,
2183,"Kaivanto, Petri",STL,43,174,Uudenmaan vp,
2184,"Pöllänen, Eero",Sin,43,158,Varsinais-Suomen vp,
2185,"Kaukovalta, Jorma",Sin,43,137,Hämeen vp,
2186,"Kiuru, Mika",Sin,43,117,Hämeen vp,
2187,"Salo, Ari",STL,43,117,Helsingin vp,
2188,"Laitinen, Jarmo",KTP,43,97,Hämeen vp,
2189,"Männistö, Niina",Sin,42,396,Uudenmaan vp,
2190,"López Sánchez, Miguel",SKP,42,172,Keski-Suomen vp,
2191,"Pakkanen, Valo",STL,42,164,Uudenmaan vp,
2192,"Kerkelä, Marjo",STL,42,134,Lapin vp,
2193,"Mäntysalo, Jiri",SKP,42,94,Satakunnan vp,
2194,"Savolainen, Jari",Sin,42,88,Keski-Suomen vp,
2195,"Röholm, Johanna",IP,42,88,Uudenmaan vp,
2196,"Koivunen, Kai-Tom",SKE,42,71,Varsinais-Suomen vp,
2197,"Aalto, Katri",STL,42,65,Satakunnan vp,
2198,"Hyytiäinen, Marja",Sin,41,381,Uudenmaan vp,
2199,"Viertola, Pasi",Lib,41,178,Uudenmaan vp,
2200,"Suominen, Hannu L.",STL,41,154,Uudenmaan vp,
2201,"Niemi, Katri",FP,41,128,Uudenmaan vp,
2202,"Antinkaapo, Juha",STL,41,112,Lapin vp,
2203,"Tani, Rosa",STL,41,98,Keski-Suomen vp,
2204,"Lasanen, Antti",STL,41,96,Lapin vp,
2205,"Leväsluoto, Juhani",STL,41,91,Pirkanmaan vp,
2206,"Vapa, Mikko",STL,41,86,Pirkanmaan vp,
2207,"Salminen, Antti",STL,41,77,Oulun vp,
2208,"Kyllönen, Ilpo",SKP,41,62,Satakunnan vp,
2209,"Järvinen, Terhi",KP,40,399,Pirkanmaan vp,
2210,"Piirto, Pertti",SKE,40,354,Pirkanmaan vp,
2211,"Pasanen, Marko",STL,40,146,Uudenmaan vp,
2212,"Rantonen, Ossi",STL,40,129,Savo-Karjalan vp,
2213,"Kuittinen, Arhi",STL,40,107,Helsingin vp,
2214,"Ahonen-Järvinen, Anne",IP,40,106,Oulun vp,
2215,"Salonen, Sami",SKE,40,94,Helsingin vp,
2216,"Taskinen, Teuvo",KTP,40,73,Savo-Karjalan vp,
2217,"Tekkala, Tapio",IP,40,67,Helsingin vp,
2218,"Tihveräinen, Juhani",Kesk,39,1006,Uudenmaan vp,
2219,"Ekqvist, Niko",KD,39,626,Keski-Suomen vp,
2220,"Jarva-Gül, Karelia",Lib,39,173,Uudenmaan vp,
2221,"Savola, Terttu",STL,39,139,Uudenmaan vp,
2222,"Korvela, Marko",SKP,39,123,Uudenmaan vp,
2223,"Alhojärvi, Lauri",FP,39,114,Uudenmaan vp,
2224,"Sinisalo, Timo",STL,39,112,Varsinais-Suomen vp,
2225,"Niittumaa, Mika",IP,39,110,Varsinais-Suomen vp,
2226,"Queimada e Silva, Tiago",SKP,39,97,Varsinais-Suomen vp,
2227,"Taskinen, Teemu",Muut,39,39,Uudenmaan vp,
2228,"Toroska, Kimmo",KP,38,392,Vaasan vp,
2229,"Ojala, Päivi",Sin,38,366,Uudenmaan vp,
2230,"Kontio, Helena",Sin,38,257,Pirkanmaan vp,
2231,"Turja, Sauli",Sin,38,238,Pirkanmaan vp,
2232,"Räihä, Jari",STL,38,132,Uudenmaan vp,
2233,"Sarelainen, Evgeni",STL,38,126,Uudenmaan vp,
2234,"Virkkunen, Marko",STL,38,111,Savo-Karjalan vp,
2235,"Väänänen, Juhani",KP,38,105,Savo-Karjalan vp,
2236,"Löfgren, Lars",STL,38,99,Helsingin vp,
2237,"Vaskonen, Martti",SKP,38,95,Savo-Karjalan vp,
2238,"Savolainen, Kaija-Liisa",Sin,38,78,Keski-Suomen vp,
2239,"Roselt, Carola",IP,38,78,Uudenmaan vp,
2240,"Kahari, Tero",KTP,38,64,Hämeen vp,
2241,"Juntunen, Juuso",Sin,37,171,Helsingin vp,
2242,"Hynynen, Raimo",STL,37,121,Uudenmaan vp,
2243,"Kaur-Singh, Amarpreet",FP,37,103,Uudenmaan vp,
2244,"Kerijoki, Harri",Sin,37,103,Hämeen vp,
2245,"Ranta, Marika",STL,37,90,Varsinais-Suomen vp,
2246,"Tauriainen, Samuli",STL,37,86,Vaasan vp,
2247,"Salenius, Marita",Sin,37,70,Keski-Suomen vp,
2248,"Aho, Ilkka",SKP,37,47,Satakunnan vp,
2249,"Kivinen, Ville",Lib,36,168,Uudenmaan vp,
2250,"Peltola, Jonne",FP,36,93,Uudenmaan vp,
2251,"Ketoharju, Hannu",SKP,36,76,Savo-Karjalan vp,
2252,"Vento, Jari",SKE,36,75,Helsingin vp,
2253,"Karttunen, Kirsi",SKP,36,68,Oulun vp,
2254,"Lyyränen, Krista",KD,35,327,Helsingin vp,
2255,"Soimajärvi, Riitta",SKP,35,148,Pirkanmaan vp,
2256,"Lappi, Petteri",SKP,35,120,Helsingin vp,
2257,"Jansson, Sami",SKP,35,114,Keski-Suomen vp,
2258,"Beaumont, Shennandoah",SKP,35,112,Uudenmaan vp,
2259,"Suomi, Jarmo",STL,35,92,Helsingin vp,
2260,"Kaikkonen, Riikka",SKP,35,86,Keski-Suomen vp,
2261,"Warén, Christer",Pir,35,84,Satakunnan vp,
2262,"Koskiniemi, Hemmo",STL,35,84,Lapin vp,
2263,"Pennanen, Anneli",KTP,35,72,Uudenmaan vp,
2264,"Tertsunen, Jari",SKP,35,63,Savo-Karjalan vp,
2265,"Mäkinen, Matti",SKE,35,63,Helsingin vp,
2266,"Lintunen, Rauno",KTP,35,35,Lapin vp,
2267,"Kuparinen, Reija",Muut,35,35,Vaasan vp,
2268,"Leinonen, Markku",Sin,34,352,Uudenmaan vp,
2269,"Virtanen, Samuli",Sin,34,340,Uudenmaan vp,
2270,"Siirilä, Tapio",SKP,34,149,Lapin vp,
2271,"Suvanto, Risto",STL,34,115,Hämeen vp,
2272,"Mauria-Haidara, Reija",KTP,34,82,Helsingin vp,
2273,"Heikkinen, Juha",STL,34,75,Kaakkois-Suomen vp,
2274,"Laakso, Eino",KTP,34,48,Hämeen vp,
2275,"Montonen, Natalia",Sin,33,247,Kaakkois-Suomen vp,
2276,"Nurminen, Asko",SKP,33,138,Pirkanmaan vp,
2277,"Kurttila, Heikki",SKP,33,103,Uudenmaan vp,
2278,"Korhonen, Mikko",SKP,33,100,Helsingin vp,
2279,"Putkonen, Arja",SKP,33,86,Helsingin vp,
2280,"Hippi, Ville",STL,33,75,Varsinais-Suomen vp,
2281,"Halonen-Laiti, Liisa",STL,33,74,Lapin vp,
2282,"Daous, Jack",STL,33,64,Varsinais-Suomen vp,
2283,"Koivula, Leo",Muut,33,42,Hämeen vp,
2284,"Viskari, Reijo",KTP,33,39,Hämeen vp,
2285,"Kärjä, Vesa",KTP,33,37,Savo-Karjalan vp,
2286,"Piho, Jouko",STL,32,116,Uudenmaan vp,
2287,"Hast, Kari",KP,32,93,Savo-Karjalan vp,
2288,"Tuovinen, Väinö",Kesk,31,978,Uudenmaan vp,
2289,"Halme, Sakari",KD,31,258,Satakunnan vp,
2290,"Parkkinen, Marko",Pir,31,137,Keski-Suomen vp,
2291,"Mäntylä, Hannu",STL,31,103,Hämeen vp,
2292,"Haavisto, Seppo",STL,31,78,Keski-Suomen vp,
2293,"Hyvölä, Jyrki",SKP,31,45,Oulun vp,
2294,"Keränen, Sylvi",Sin,30,328,Uudenmaan vp,
2295,"Ylitalo, Alpo",KP,30,203,Oulun vp,
2296,"Jario, Juha",STL,30,94,Hämeen vp,
2297,"Kolehmainen, Jouni",STL,30,86,Hämeen vp,
2298,"Kaarrela, Pasi",KTP,30,84,Satakunnan vp,
2299,"Jutila, Siri",SKE,30,84,Savo-Karjalan vp,
2300,"Hovila, Jyri-Pekka",SKE,30,79,Kaakkois-Suomen vp,
2301,"Etto, Joona",SKP,30,75,Lapin vp,
2302,"Sarre, Jukka",STL,30,67,Lapin vp,
2303,"Miettinen, Jouko",STL,30,56,Varsinais-Suomen vp,
2304,"Sulopuisto, Ari",SKP,30,54,Savo-Karjalan vp,
2305,"Miettinen, Svetlana",Sin,29,275,Savo-Karjalan vp,
2306,"Soinio, Marja",Sin,29,222,Pirkanmaan vp,
2307,"Luomanmäki, Sanna",KP,29,190,Oulun vp,
2308,"Hämäläinen, Hannu",STL,29,111,Uudenmaan vp,
2309,"Kreisler, Felix",STL,29,107,Uudenmaan vp,
2310,"Vottonen, Jaakko",STL,29,103,Uudenmaan vp,
2311,"Määttä, Anneli",STL,29,97,Savo-Karjalan vp,
2312,"Pulkkinen, Silja",SKE,29,70,Kaakkois-Suomen vp,
2313,"Miniailo, Lari-Valdemar",KTP,29,54,Helsingin vp,
2314,"Männistö, Juha",STL,29,49,Satakunnan vp,
2315,"Johansson, Heimo",IP,29,29,Lapin vp,
2316,"Routa, Jukka",KP,28,76,Savo-Karjalan vp,
2317,"Autero, Henri",SKP,28,75,Helsingin vp,
2318,"Sillman, Aino",SKP,28,69,Keski-Suomen vp,
2319,"Järvenpää, Elina",SKP,28,67,Helsingin vp,
2320,"Kilponen, Kari",KTP,28,58,Uudenmaan vp,
2321,"Isoviita, Pekka",KTP,28,42,Satakunnan vp,
2322,"Kaukosalo, Juhani",Sin,27,359,Vaasan vp,
2323,"Lindholm, Kim",Sin,27,317,Uudenmaan vp,
2324,"Mehmet, Ali",Sin,27,307,Uudenmaan vp,
2325,"Niitamo, Laura",STL,27,86,Helsingin vp,
2326,"Siltanen, Eira",STL,27,81,Pirkanmaan vp,
2327,"Järviharju, Matti",STL,27,78,Vaasan vp,
2328,"Savén, Ari-Pekka",SKP,27,73,Varsinais-Suomen vp,
2329,"Korhonen, Jenni",SKP,27,60,Helsingin vp,
2330,"Tiittanen, Lassi",KTP,27,41,Helsingin vp,
2331,"Nurmela, Esa",Sin,26,332,Vaasan vp,
2332,"Niemelä, Arja",Sin,26,297,Uudenmaan vp,
2333,"Mahlberg, Jorma",Sin,26,230,Kaakkois-Suomen vp,
2334,"Jokipolvi, Marjatta",Sin,26,209,Pirkanmaan vp,
2335,"Rehuttu, Hannele",Pir,26,143,Pirkanmaan vp,
2336,"Ronkainen, Pasi",IP,26,70,Uudenmaan vp,
2337,"Honkonen, Juhani",KP,26,54,Helsingin vp,
2338,"Krannila, Olli",KTP,26,28,Satakunnan vp,
2339,"Lensu, Timo",KP,25,319,Pirkanmaan vp,
2340,"Säntti, Esko",KP,25,308,Vaasan vp,
2341,"Kaarlela, Mikko",Pir,25,133,Vaasan vp,
2342,"Viitanen, Tuula",KP,25,97,Uudenmaan vp,
2343,"Aliramai, Khabat",SKP,25,95,Uudenmaan vp,
2344,"Condé, Sointu",FP,25,86,Uudenmaan vp,
2345,"Kari, Jarkko",IP,25,70,Pirkanmaan vp,
2346,"Sirén, Maria",STL,25,69,Kaakkois-Suomen vp,
2347,"Siirilä, Raija",SKP,25,50,Lapin vp,
2348,"Romunen, Sakari",SKE,25,47,Helsingin vp,
2349,"Pesonen, Eva",Sin,24,288,Uudenmaan vp,
2350,"Haapasalo, Kari",STL,24,80,Helsingin vp,
2351,"Behm, Marco",STL,24,79,Hämeen vp,
2352,"Larjavaara, Ilmari",STL,24,76,Helsingin vp,
2353,"Varis, Keijo",KP,24,70,Keski-Suomen vp,
2354,"Koskinen, Turo",STL,24,65,Keski-Suomen vp,
2355,"Hyypöläinen, Veli",STL,24,64,Kaakkois-Suomen vp,
2356,"Lehikoinen, Mette",STL,24,61,Lapin vp,
2357,"Leppäjoki, Seija",SKP,24,58,Varsinais-Suomen vp,
2358,"Männikkö, Heikki",SKP,24,55,Helsingin vp,
2359,"Rahikainen, Janne",SKP,24,50,Helsingin vp,
2360,"Tanski, Juhani",IP,24,45,Savo-Karjalan vp,
2361,"Helake, Irmeli",STL,24,39,Satakunnan vp,
2362,"Ylijoki, Henri",Sin,23,214,Kaakkois-Suomen vp,
2363,"Salomäki, Tapio",Sin,23,196,Pirkanmaan vp,
2364,"Wallin, Olli-Pekka",KP,23,178,Oulun vp,
2365,"Partanen, Mikko",STL,23,99,Uudenmaan vp,
2366,"Mattila, Pentti",STL,23,76,Pirkanmaan vp,
2367,"Lindell, Harri",STL,23,71,Helsingin vp,
2368,"Länsiö, Nora",FP,23,67,Varsinais-Suomen vp,
2369,"Kujala, Mihari",IP,23,64,Uudenmaan vp,
2370,"Huttunen, Heimo",KP,23,63,Kaakkois-Suomen vp,
2371,"Kivistö, Anni",SKP,23,57,Keski-Suomen vp,
2372,"Pohjalainen, Jari",STL,23,56,Keski-Suomen vp,
2373,"Salmi, Keijo",KTP,23,48,Uudenmaan vp,
2374,"Kontkanen, Jarmo",Sin,22,185,Pirkanmaan vp,
2375,"Manner, Hannele",SKP,22,88,Uudenmaan vp,
2376,"Leijon, Outi",STL,22,71,Vaasan vp,
2377,"Marjamaa, Teija",IP,22,63,Pirkanmaan vp,
2378,"Mäkilä, Kirsi",STL,22,50,Varsinais-Suomen vp,
2379,"Alajas, Päivi",SKP,22,37,Lapin vp,
2380,"Tikkala, Esko",SKP,22,30,Lapin vp,
2381,"Gröhn, Erkki",Sin,21,280,Uudenmaan vp,
2382,"Ronkola, Sami",STL,21,96,Uudenmaan vp,
2383,"Nalli, Tomi",Pir,21,93,Lapin vp,
2384,"Niskanen, Heikki",STL,21,86,Savo-Karjalan vp,
2385,"Jääskö, Jouko",STL,21,56,Lapin vp,
2386,"Mettälä, Lassi",SKP,21,48,Varsinais-Suomen vp,
2387,"Seppänen, Eero",IP,21,23,Savo-Karjalan vp,
2388,"Koskela, Olavi",Muut,21,21,Satakunnan vp,
2389,"Lehtonen, Tiina",SKE,20,290,Pirkanmaan vp,
2390,"Alapartanen, Jouko",Sin,20,120,Lapin vp,
2391,"Parant, Mirjami",STL,20,93,Uudenmaan vp,
2392,"Mäenpänen, Anne",SKE,20,89,Uudenmaan vp,
2393,"Kautto, Hannu",SKP,20,82,Uudenmaan vp,
2394,"Ryynänen, Max",FP,20,79,Uudenmaan vp,
2395,"Grönholm, Petteri",STL,20,78,Savo-Karjalan vp,
2396,"Kähmi, Ossi",SKP,20,77,Uudenmaan vp,
2397,"Ristimäki, Jaakko",SKP,20,72,Uudenmaan vp,
